T_score_TREE_DEPTH_1,H_score_TREE_DEPTH_1,T_score_TREE_DEPTH_2,H_score_TREE_DEPTH_2,T_score_TREE_DEPTH_3,H_score_TREE_DEPTH_3,,,Train_error_TREE_DEPTH_1,Test_error_TREE_DEPTH_1,Train_error_TREE_DEPTH_2,Test_error_TREE_DEPTH_2,Train_error_TREE_DEPTH_3,Test_error_TREE_DEPTH_3
0.959784706,0.950276243,0.997968925,0.984932195,1,0.988950276,,,0.040215294,0.049723757,0.002031075,0.015067805,0,0.011049724
0.959784706,0.951280763,0.997765817,0.984429935,1,0.988448016,,,0.040215294,0.048719237,0.002234183,0.015570065,0,0.011551984
0.959784706,0.950276243,0.998172032,0.985434455,1,0.989954797,,,0.040215294,0.049723757,0.001827968,0.014565545,0,0.010045203
0.959784706,0.951280763,0.997867371,0.983927675,1,0.988950276,,,0.040215294,0.048719237,0.002132629,0.016072325,0,0.011049724
0.959784706,0.950276243,0.998172032,0.984932195,1,0.988950276,,,0.040215294,0.049723757,0.001827968,0.015067805,0,0.011049724
0.959378491,0.951280763,0.998070478,0.984429935,1,0.988950276,,,0.040621509,0.048719237,0.001929522,0.015570065,0,0.011049724
0.959784706,0.950276243,0.998172032,0.984932195,1,0.988950276,,,0.040215294,0.049723757,0.001827968,0.015067805,0,0.011049724
0.957144308,0.952285284,0.998172032,0.984429935,1,0.989452536,,,0.042855692,0.047714716,0.001827968,0.015570065,0,0.010547464
0.961104905,0.956303365,0.99837514,0.984932195,1,0.988950276,,,0.038895095,0.043696635,0.00162486,0.015067805,0,0.011049724
0.960394029,0.953792064,0.998070478,0.984429935,1,0.989452536,,,0.039605971,0.046207936,0.001929522,0.015570065,0,0.010547464
0.960597136,0.953792064,0.99837514,0.984429935,1,0.988950276,,,0.039402864,0.046207936,0.00162486,0.015570065,0,0.011049724
0.96069869,0.954294324,0.998070478,0.984429935,1,0.988950276,,,0.03930131,0.045705676,0.001929522,0.015570065,0,0.011049724
0.960495582,0.953792064,0.99837514,0.984429935,1,0.988950276,,,0.039504418,0.046207936,0.00162486,0.015570065,0,0.011049724
0.960394029,0.953792064,0.99837514,0.984429935,1,0.988448016,,,0.039605971,0.046207936,0.00162486,0.015570065,0,0.011551984
0.960495582,0.953792064,0.99837514,0.984429935,1,0.988448016,,,0.039504418,0.046207936,0.00162486,0.015570065,0,0.011551984
0.960597136,0.953792064,0.998070478,0.984429935,1,0.988950276,,,0.039402864,0.046207936,0.001929522,0.015570065,0,0.011049724
0.960495582,0.953792064,0.99837514,0.984932195,1,0.987945756,,,0.039504418,0.046207936,0.00162486,0.015067805,0,0.012054244
0.960394029,0.953792064,0.99837514,0.984429935,1,0.989954797,,,0.039605971,0.046207936,0.00162486,0.015570065,0,0.010045203
0.960495582,0.953289804,0.998070478,0.984429935,1,0.989452536,,,0.039504418,0.046710196,0.001929522,0.015570065,0,0.010547464
0.960597136,0.953792064,0.99837514,0.984429935,1,0.989452536,,,0.039402864,0.046207936,0.00162486,0.015570065,0,0.010547464
0.960495582,0.953289804,0.998070478,0.984429935,1,0.989452536,,,0.039504418,0.046710196,0.001929522,0.015570065,0,0.010547464
0.960495582,0.953792064,0.998476693,0.984429935,1,0.989954797,,,0.039504418,0.046207936,0.001523307,0.015570065,0,0.010045203
0.960495582,0.953289804,0.99837514,0.984429935,1,0.989954797,,,0.039504418,0.046710196,0.00162486,0.015570065,0,0.010045203
0.960495582,0.954294324,0.998578247,0.985434455,1,0.990457057,,,0.039504418,0.045705676,0.001421753,0.014565545,0,0.009542943
0.96069869,0.954796585,0.998578247,0.984429935,1,0.989954797,,,0.03930131,0.045203415,0.001421753,0.015570065,0,0.010045203
0.960292475,0.954294324,0.998273586,0.985434455,1,0.990457057,,,0.039707525,0.045705676,0.001726414,0.014565545,0,0.009542943
0.960800244,0.953792064,0.998578247,0.984932195,1,0.990457057,,,0.039199756,0.046207936,0.001421753,0.015067805,0,0.009542943
0.960292475,0.954294324,0.998578247,0.985434455,1,0.989452536,,,0.039707525,0.045705676,0.001421753,0.014565545,0,0.010547464
0.960901798,0.953792064,0.998578247,0.984932195,1,0.990457057,,,0.039098202,0.046207936,0.001421753,0.015067805,0,0.009542943
0.960495582,0.954294324,0.998578247,0.985434455,1,0.989954797,,,0.039504418,0.045705676,0.001421753,0.014565545,0,0.010045203
0.960800244,0.953792064,0.998476693,0.984429935,1,0.989954797,,,0.039199756,0.046207936,0.001523307,0.015570065,0,0.010045203
0.960597136,0.954294324,0.998476693,0.984932195,1,0.989954797,,,0.039402864,0.045705676,0.001523307,0.015067805,0,0.010045203
0.961104905,0.953792064,0.998984462,0.985434455,1,0.990457057,,,0.038895095,0.046207936,0.001015538,0.014565545,0,0.009542943
0.960394029,0.955298845,0.998781355,0.985434455,1,0.989954797,,,0.039605971,0.044701155,0.001218645,0.014565545,0,0.010045203
0.961206459,0.953792064,0.99918757,0.986941236,1,0.990457057,,,0.038793541,0.046207936,0.00081243,0.013058764,0,0.009542943
0.961409566,0.955298845,0.998984462,0.986438975,1,0.990959317,,,0.038590434,0.044701155,0.001015538,0.013561025,0,0.009040683
0.961206459,0.954294324,0.998984462,0.985434455,1,0.990457057,,,0.038793541,0.045705676,0.001015538,0.014565545,0,0.009542943
0.96151112,0.955298845,0.998882909,0.984932195,1,0.990457057,,,0.03848888,0.044701155,0.001117091,0.015067805,0,0.009542943
0.961409566,0.956805625,0.999390677,0.986941236,1,0.989954797,,,0.038590434,0.043194375,0.000609323,0.013058764,0,0.010045203
0.961003351,0.957307885,0.998984462,0.986438975,1,0.989954797,,,0.038996649,0.042692115,0.001015538,0.013561025,0,0.010045203
0.96151112,0.958312406,0.999086016,0.986438975,1,0.989954797,,,0.03848888,0.041687594,0.000913984,0.013561025,0,0.010045203
0.961206459,0.958312406,0.998882909,0.986941236,1,0.990457057,,,0.038793541,0.041687594,0.001117091,0.013058764,0,0.009542943
0.96151112,0.958312406,0.999086016,0.985434455,1,0.990457057,,,0.03848888,0.041687594,0.000913984,0.014565545,0,0.009542943
0.961206459,0.958312406,0.998984462,0.985434455,1,0.989954797,,,0.038793541,0.041687594,0.001015538,0.014565545,0,0.010045203
0.961612674,0.958312406,0.998781355,0.986438975,1,0.990457057,,,0.038387326,0.041687594,0.001218645,0.013561025,0,0.009542943
0.961409566,0.958814666,0.999086016,0.985936715,1,0.989452536,,,0.038590434,0.041185334,0.000913984,0.014063285,0,0.010547464
0.961612674,0.958312406,0.999086016,0.984932195,1,0.989452536,,,0.038387326,0.041687594,0.000913984,0.015067805,0,0.010547464
0.96151112,0.958814666,0.99918757,0.986438975,1,0.989452536,,,0.03848888,0.041185334,0.00081243,0.013561025,0,0.010547464
0.961612674,0.958312406,0.998984462,0.986941236,1,0.989954797,,,0.038387326,0.041687594,0.001015538,0.013058764,0,0.010045203
0.962221997,0.957307885,0.99918757,0.986941236,1,0.989954797,,,0.037778003,0.042692115,0.00081243,0.013058764,0,0.010045203
0.963339088,0.957810146,0.99918757,0.986438975,1,0.989954797,,,0.036660912,0.042189854,0.00081243,0.013561025,0,0.010045203
0.962018889,0.957810146,0.99918757,0.986941236,1,0.989954797,,,0.037981111,0.042189854,0.00081243,0.013058764,0,0.010045203
0.963237534,0.958312406,0.99918757,0.986438975,1,0.989954797,,,0.036762466,0.041687594,0.00081243,0.013561025,0,0.010045203
0.962120443,0.957810146,0.99918757,0.986438975,1,0.989954797,,,0.037879557,0.042189854,0.00081243,0.013561025,0,0.010045203
0.963034427,0.959316926,0.99918757,0.986438975,1,0.989954797,,,0.036965573,0.040683074,0.00081243,0.013561025,0,0.010045203
0.962729765,0.957810146,0.99918757,0.986438975,1,0.989954797,,,0.037270235,0.042189854,0.00081243,0.013561025,0,0.010045203
0.962628212,0.957307885,0.999086016,0.986438975,1,0.989452536,,,0.037371788,0.042692115,0.000913984,0.013561025,0,0.010547464
0.962932873,0.958814666,0.99918757,0.986438975,1,0.989954797,,,0.037067127,0.041185334,0.00081243,0.013561025,0,0.010045203
0.964354626,0.959819186,0.999086016,0.986438975,1,0.989954797,,,0.035645374,0.040180814,0.000913984,0.013561025,0,0.010045203
0.963135981,0.956805625,0.999289124,0.986941236,1,0.989954797,,,0.036864019,0.043194375,0.000710876,0.013058764,0,0.010045203
0.963237534,0.958312406,0.99918757,0.986438975,1,0.989954797,,,0.036762466,0.041687594,0.00081243,0.013561025,0,0.010045203
0.963034427,0.957307885,0.998984462,0.986941236,1,0.989954797,,,0.036965573,0.042692115,0.001015538,0.013058764,0,0.010045203
0.963034427,0.958312406,0.999593785,0.986941236,1,0.990457057,,,0.036965573,0.041687594,0.000406215,0.013058764,0,0.009542943
0.963034427,0.957307885,0.998984462,0.986941236,1,0.990457057,,,0.036965573,0.042692115,0.001015538,0.013058764,0,0.009542943
0.963135981,0.958312406,0.999593785,0.986941236,1,0.989954797,,,0.036864019,0.041687594,0.000406215,0.013058764,0,0.010045203
0.963237534,0.957810146,0.999492231,0.986941236,1,0.989954797,,,0.036762466,0.042189854,0.000507769,0.013058764,0,0.010045203
0.963542196,0.958312406,0.99918757,0.986438975,1,0.989954797,,,0.036457804,0.041687594,0.00081243,0.013561025,0,0.010045203
0.963237534,0.957307885,0.999695339,0.986438975,1,0.989954797,,,0.036762466,0.042692115,0.000304661,0.013561025,0,0.010045203
0.963542196,0.958312406,0.999695339,0.985936715,1,0.990457057,,,0.036457804,0.041687594,0.000304661,0.014063285,0,0.009542943
0.963846857,0.958814666,0.999796892,0.986438975,1,0.989954797,,,0.036153143,0.041185334,0.000203108,0.013561025,0,0.010045203
0.963542196,0.957810146,0.999796892,0.986941236,1,0.989954797,,,0.036457804,0.042189854,0.000203108,0.013058764,0,0.010045203
0.963237534,0.958312406,0.999695339,0.985434455,1,0.989954797,,,0.036762466,0.041687594,0.000304661,0.014565545,0,0.010045203
0.963643749,0.958312406,0.999796892,0.984429935,1,0.990457057,,,0.036356251,0.041687594,0.000203108,0.015570065,0,0.009542943
0.963440642,0.958814666,0.999898446,0.985434455,1,0.989954797,,,0.036559358,0.041185334,0.000101554,0.014565545,0,0.010045203
0.963542196,0.958814666,0.999898446,0.985434455,1,0.990457057,,,0.036457804,0.041185334,0.000101554,0.014565545,0,0.009542943
0.963846857,0.958814666,0.999898446,0.986438975,1,0.989954797,,,0.036153143,0.041185334,0.000101554,0.013561025,0,0.010045203
0.963542196,0.958814666,0.999898446,0.985936715,1,0.989954797,,,0.036457804,0.041185334,0.000101554,0.014063285,0,0.010045203
0.963542196,0.958814666,0.999898446,0.985936715,1,0.990457057,,,0.036457804,0.041185334,0.000101554,0.014063285,0,0.009542943
0.963542196,0.958814666,0.999898446,0.985936715,1,0.989954797,,,0.036457804,0.041185334,0.000101554,0.014063285,0,0.010045203
0.963542196,0.959316926,0.999898446,0.986438975,1,0.990457057,,,0.036457804,0.040683074,0.000101554,0.013561025,0,0.009542943
0.963542196,0.956303365,0.999898446,0.985936715,1,0.989954797,,,0.036457804,0.043696635,0.000101554,0.014063285,0,0.010045203
0.963034427,0.958312406,0.999898446,0.986438975,1,0.990457057,,,0.036965573,0.041687594,0.000101554,0.013561025,0,0.009542943
0.963745303,0.958814666,0.999898446,0.985936715,1,0.990457057,,,0.036254697,0.041185334,0.000101554,0.014063285,0,0.009542943
0.963846857,0.958312406,0.999898446,0.986438975,1,0.990457057,,,0.036153143,0.041687594,0.000101554,0.013561025,0,0.009542943
0.963948411,0.959316926,0.999898446,0.985936715,1,0.990457057,,,0.036051589,0.040683074,0.000101554,0.014063285,0,0.009542943
0.963846857,0.960321447,0.999898446,0.985936715,1,0.989954797,,,0.036153143,0.039678553,0.000101554,0.014063285,0,0.010045203
0.964151518,0.959316926,0.999898446,0.986438975,1,0.989954797,,,0.035848482,0.040683074,0.000101554,0.013561025,0,0.010045203
0.964354626,0.959819186,0.999898446,0.985936715,1,0.989954797,,,0.035645374,0.040180814,0.000101554,0.014063285,0,0.010045203
0.964151518,0.959316926,0.999898446,0.985936715,1,0.989954797,,,0.035848482,0.040683074,0.000101554,0.014063285,0,0.010045203
0.964151518,0.959819186,0.999898446,0.985936715,1,0.989954797,,,0.035848482,0.040180814,0.000101554,0.014063285,0,0.010045203
0.964151518,0.959316926,0.999898446,0.985936715,1,0.989452536,,,0.035848482,0.040683074,0.000101554,0.014063285,0,0.010547464
0.964354626,0.959819186,0.999695339,0.986438975,1,0.990457057,,,0.035645374,0.040180814,0.000304661,0.013561025,0,0.009542943
0.964151518,0.960321447,0.999898446,0.987443496,1,0.989954797,,,0.035848482,0.039678553,0.000101554,0.012556504,0,0.010045203
0.964253072,0.960321447,0.999898446,0.986438975,1,0.989954797,,,0.035746928,0.039678553,0.000101554,0.013561025,0,0.010045203
0.964049964,0.960823707,0.999898446,0.987945756,1,0.989954797,,,0.035950036,0.039176293,0.000101554,0.012054244,0,0.010045203
0.964253072,0.960321447,0.999898446,0.986438975,1,0.989954797,,,0.035746928,0.039678553,0.000101554,0.013561025,0,0.010045203
0.964049964,0.960823707,0.999898446,0.987945756,1,0.989954797,,,0.035950036,0.039176293,0.000101554,0.012054244,0,0.010045203
0.964253072,0.960321447,0.999898446,0.986438975,1,0.989954797,,,0.035746928,0.039678553,0.000101554,0.013561025,0,0.010045203
0.964049964,0.959819186,0.999898446,0.986941236,1,0.989954797,,,0.035950036,0.040180814,0.000101554,0.013058764,0,0.010045203
0.964151518,0.960321447,0.999898446,0.986438975,1,0.989954797,,,0.035848482,0.039678553,0.000101554,0.013561025,0,0.010045203
0.963948411,0.960321447,0.999898446,0.986941236,1,0.990457057,,,0.036051589,0.039678553,0.000101554,0.013058764,0,0.009542943
0.964049964,0.960321447,0.999796892,0.985936715,1,0.990457057,,,0.035950036,0.039678553,0.000203108,0.014063285,0,0.009542943
0.964049964,0.960823707,0.999796892,0.985936715,1,0.990457057,,,0.035950036,0.039176293,0.000203108,0.014063285,0,0.009542943
0.963948411,0.960321447,0.999796892,0.985936715,1,0.989954797,,,0.036051589,0.039678553,0.000203108,0.014063285,0,0.010045203
0.964049964,0.960823707,0.999796892,0.986941236,1,0.990457057,,,0.035950036,0.039176293,0.000203108,0.013058764,0,0.009542943
0.963948411,0.960321447,0.999898446,0.985434455,1,0.989954797,,,0.036051589,0.039678553,0.000101554,0.014565545,0,0.010045203
0.964049964,0.960321447,0.999898446,0.985936715,1,0.989452536,,,0.035950036,0.039678553,0.000101554,0.014063285,0,0.010547464
0.963948411,0.960321447,0.999898446,0.986438975,1,0.989452536,,,0.036051589,0.039678553,0.000101554,0.013561025,0,0.010547464
0.964151518,0.960321447,0.999898446,0.986438975,1,0.989452536,,,0.035848482,0.039678553,0.000101554,0.013561025,0,0.010547464
0.964151518,0.959819186,0.999898446,0.985936715,1,0.989452536,,,0.035848482,0.040180814,0.000101554,0.014063285,0,0.010547464
0.964049964,0.959819186,0.999898446,0.985936715,1,0.989452536,,,0.035950036,0.040180814,0.000101554,0.014063285,0,0.010547464
0.963948411,0.960321447,0.999898446,0.986438975,1,0.989452536,,,0.036051589,0.039678553,0.000101554,0.013561025,0,0.010547464
0.964049964,0.959819186,0.999898446,0.985936715,1,0.989452536,,,0.035950036,0.040180814,0.000101554,0.014063285,0,0.010547464
0.96445618,0.959819186,0.999898446,0.985936715,1,0.989452536,,,0.03554382,0.040180814,0.000101554,0.014063285,0,0.010547464
0.964760841,0.959819186,0.999898446,0.986438975,1,0.989452536,,,0.035239159,0.040180814,0.000101554,0.013561025,0,0.010547464
0.964049964,0.959819186,0.999898446,0.986438975,1,0.989452536,,,0.035950036,0.040180814,0.000101554,0.013561025,0,0.010547464
0.96445618,0.959819186,0.999796892,0.985936715,1,0.989452536,,,0.03554382,0.040180814,0.000203108,0.014063285,0,0.010547464
0.96445618,0.959316926,0.999898446,0.986941236,1,0.989452536,,,0.03554382,0.040683074,0.000101554,0.013058764,0,0.010547464
0.964253072,0.960321447,0.999898446,0.986438975,1,0.989452536,,,0.035746928,0.039678553,0.000101554,0.013561025,0,0.010547464
0.964659287,0.958312406,0.999695339,0.986941236,1,0.989452536,,,0.035340713,0.041687594,0.000304661,0.013058764,0,0.010547464
0.964760841,0.958814666,0.999796892,0.986941236,1,0.989954797,,,0.035239159,0.041185334,0.000203108,0.013058764,0,0.010045203
0.964659287,0.958312406,0.999796892,0.987443496,1,0.989452536,,,0.035340713,0.041687594,0.000203108,0.012556504,0,0.010547464
0.964760841,0.958814666,0.999898446,0.986438975,1,0.989452536,,,0.035239159,0.041185334,0.000101554,0.013561025,0,0.010547464
0.964557733,0.958312406,0.999898446,0.986438975,1,0.989452536,,,0.035442267,0.041687594,0.000101554,0.013561025,0,0.010547464
0.964760841,0.958312406,0.999898446,0.986438975,1,0.989452536,,,0.035239159,0.041687594,0.000101554,0.013561025,0,0.010547464
0.965167056,0.960321447,0.999898446,0.986438975,1,0.988950276,,,0.034832944,0.039678553,0.000101554,0.013561025,0,0.011049724
0.964963948,0.960321447,0.999898446,0.986438975,1,0.988950276,,,0.035036052,0.039678553,0.000101554,0.013561025,0,0.011049724
0.965167056,0.960321447,0.999898446,0.986438975,1,0.988950276,,,0.034832944,0.039678553,0.000101554,0.013561025,0,0.011049724
0.964963948,0.960321447,1,0.986941236,1,0.989954797,,,0.035036052,0.039678553,0,0.013058764,0,0.010045203
0.965167056,0.960321447,1,0.986941236,1,0.989452536,,,0.034832944,0.039678553,0,0.013058764,0,0.010547464
0.965877932,0.959819186,0.999898446,0.986941236,1,0.988950276,,,0.034122068,0.040180814,0.000101554,0.013058764,0,0.011049724
0.966182594,0.957307885,1,0.987945756,1,0.988950276,,,0.033817406,0.042692115,0,0.012054244,0,0.011049724
0.966182594,0.959819186,1,0.986438975,1,0.988950276,,,0.033817406,0.040180814,0,0.013561025,0,0.011049724
0.966791916,0.960823707,1,0.987443496,1,0.988950276,,,0.033208084,0.039176293,0,0.012556504,0,0.011049724
0.966487255,0.958312406,1,0.985434455,1,0.987945756,,,0.033512745,0.041687594,0,0.014565545,0,0.012054244
0.965979486,0.958814666,1,0.987945756,1,0.988950276,,,0.034020514,0.041185334,0,0.012054244,0,0.011049724
0.966690363,0.960321447,1,0.987443496,1,0.988448016,,,0.033309637,0.039678553,0,0.012556504,0,0.011551984
0.966284147,0.959316926,1,0.987443496,1,0.987945756,,,0.033715853,0.040683074,0,0.012556504,0,0.012054244
0.966791916,0.960823707,1,0.987945756,1,0.987945756,,,0.033208084,0.039176293,0,0.012054244,0,0.012054244
0.966182594,0.960321447,1,0.986438975,1,0.988448016,,,0.033817406,0.039678553,0,0.013561025,0,0.011551984
0.966791916,0.960823707,1,0.986438975,1,0.987945756,,,0.033208084,0.039176293,0,0.013561025,0,0.012054244
0.968010562,0.959819186,1,0.987945756,1,0.988448016,,,0.031989438,0.040180814,0,0.012054244,0,0.011551984
0.966385701,0.961325967,1,0.986438975,1,0.988950276,,,0.033614299,0.038674033,0,0.013561025,0,0.011049724
0.967604347,0.961828227,1,0.986438975,1,0.988950276,,,0.032395653,0.038171773,0,0.013561025,0,0.011049724
0.966995024,0.961828227,1,0.986438975,1,0.989452536,,,0.033004976,0.038171773,0,0.013561025,0,0.010547464
0.967401239,0.961828227,1,0.986438975,1,0.989452536,,,0.032598761,0.038171773,0,0.013561025,0,0.010547464
0.96851833,0.960823707,1,0.986438975,1,0.988448016,,,0.03148167,0.039176293,0,0.013561025,0,0.011551984
0.968619884,0.961325967,1,0.987945756,1,0.988448016,,,0.031380116,0.038674033,0,0.012054244,0,0.011551984
0.968213669,0.959316926,1,0.985936715,1,0.988448016,,,0.031786331,0.040683074,0,0.014063285,0,0.011551984
0.968010562,0.960321447,1,0.986941236,1,0.988448016,,,0.031989438,0.039678553,0,0.013058764,0,0.011551984
0.968010562,0.959316926,1,0.986438975,1,0.988950276,,,0.031989438,0.040683074,0,0.013561025,0,0.011049724
0.968010562,0.959316926,1,0.987443496,1,0.988950276,,,0.031989438,0.040683074,0,0.012556504,0,0.011049724
0.968213669,0.959316926,1,0.984932195,1,0.988950276,,,0.031786331,0.040683074,0,0.015067805,0,0.011049724
0.968010562,0.960321447,1,0.986941236,1,0.989452536,,,0.031989438,0.039678553,0,0.013058764,0,0.010547464
0.968010562,0.959316926,1,0.986438975,1,0.988950276,,,0.031989438,0.040683074,0,0.013561025,0,0.011049724
0.967807454,0.960823707,1,0.986438975,1,0.988950276,,,0.032192546,0.039176293,0,0.013561025,0,0.011049724
0.968112115,0.958814666,1,0.985936715,1,0.988950276,,,0.031887885,0.041185334,0,0.014063285,0,0.011049724
0.967807454,0.960321447,1,0.986438975,1,0.989452536,,,0.032192546,0.039678553,0,0.013561025,0,0.010547464